"","incomeChangeHH","age","profile_gender","profile_GOR","profile_socialgrade_cie","pastvote_ge_2019","approveUKGovt"
"1893","It hasn’t changed","36","Female","North West","E",NA,"Neither approve nor disapprove"
"1894","It has decreased by between a quarter and a half","34","Female","North East","C1","Labour","Neither approve nor disapprove"
"1895","It has decreased by between a quarter and a half","35","Female","London","B","Labour","Approve"
"1896","It is less than half what it was","76","Female","West Midlands","C2",NA,"Approve"
"1897","It is less than half what it was","34","Female","South East","D","Other","Disapprove"
"1898","Don’t know","35","Female","London","C2","Labour","Neither approve nor disapprove"
"1899","It hasn’t changed","52","Male","West Midlands","B",NA,"Neither approve nor disapprove"
"1900","It has decreased by less than a quarter","62","Male","East of England","C2",NA,"Neither approve nor disapprove"
"1901","It hasn’t changed","22","Male","Scotland","C1","Scottish National Party (SNP)","Disapprove"
"1902","It hasn’t changed","37","Female","London","C2",NA,"Neither approve nor disapprove"
"1903","It hasn’t changed","56","Male","East Midlands","A","Liberal Democrat","Disapprove"
"1904","It has decreased by between a quarter and a half","21","Male","Yorkshire and the Humber","B","Liberal Democrat","Neither approve nor disapprove"
"1905","It hasn’t changed","21","Male","West Midlands","D","Labour","Disapprove"
"1906","It hasn’t changed","43","Female","North West","E",NA,"Approve"
"1907","It hasn’t changed","42","Male","East Midlands","E","Liberal Democrat","Disapprove"
"1908","Don’t know","27","Female","West Midlands","D",NA,"Neither approve nor disapprove"
"1909","It has decreased by less than a quarter","50","Male","North West","D","Labour","Strongly disapprove"
"1910","Don’t know","23","Female","London","C2","Labour","Strongly approve"
"1911","It has decreased by less than a quarter","28","Male","Scotland","C1","Scottish National Party (SNP)","Neither approve nor disapprove"
"1912","It hasn’t changed","61","Male","South East","C1","Liberal Democrat","Neither approve nor disapprove"
"1913","It has increased","80","Male","East of England","C1",NA,"Neither approve nor disapprove"
"1914","It has decreased by between a quarter and a half","41","Female","London","D",NA,"Neither approve nor disapprove"
"1915","It has increased","26","Male","South West","A","Conservative","Strongly approve"
"1916","It hasn’t changed","21","Female","Scotland","C1",NA,"Neither approve nor disapprove"
"1917","It hasn’t changed","38","Male","Yorkshire and the Humber","C1","Labour","Strongly disapprove"
"1918","It hasn’t changed","65","Male","Yorkshire and the Humber","D","Conservative","Approve"
"1919","It hasn’t changed","68","Male","East of England","A","Conservative","Approve"
"1920","It hasn’t changed","32","Female","London","B","Green","Disapprove"
"1921","It hasn’t changed","74","Male","South East","B","Conservative","Strongly approve"
"1922","It hasn’t changed","31","Male","East of England","C2","Liberal Democrat","Neither approve nor disapprove"
"1923","It hasn’t changed","42","Male","South West","B","Conservative","Approve"
"1924","It hasn’t changed","59","Male","East Midlands","A","Conservative","Disapprove"
"1925","It hasn’t changed","49","Female","South East","E","Labour","Neither approve nor disapprove"
"1926","It hasn’t changed","45","Female","East Midlands","A","Conservative","Approve"
"1927","It is less than half what it was","65","Female","West Midlands","A","Conservative","Strongly approve"
"1928","It has decreased by less than a quarter","36","Female","South East","C1","Liberal Democrat","Strongly disapprove"
"1929","It has decreased by less than a quarter","40","Female","London","B","Labour","Disapprove"
"1930","Don’t know","43","Male","East of England","B",NA,"Approve"
"1931","It hasn’t changed","48","Female","North East","B","Labour","Neither approve nor disapprove"
"1932","It is less than half what it was","54","Female","North West","C1","Conservative","Approve"
"1933","It hasn’t changed","69","Female","North West","C1","Conservative","Strongly approve"
"1934","It has increased","53","Male","London","D","Conservative","Strongly approve"
"1935","It hasn’t changed","28","Male","South West","C1","Labour","Approve"
"1936","It has decreased by between a quarter and a half","42","Male","North West","B","Brexit Party","Strongly approve"
"1937","It has decreased by less than a quarter","68","Female","North West","B","Labour","Neither approve nor disapprove"
"1938","It hasn’t changed","78","Female","South East","B","Conservative","Approve"
"1939","It has decreased by less than a quarter","49","Male","East of England","C1","Other","Neither approve nor disapprove"
"1940","It has decreased by less than a quarter","30","Female","East Midlands","C1","Labour","Strongly disapprove"
"1941","It has decreased by less than a quarter","34","Male","East Midlands","A","Labour","Approve"
"1942","It has decreased by less than a quarter","59","Male","East Midlands","B","Green","Approve"
"1943","It hasn’t changed","55","Male","North East","C1",NA,"Disapprove"
"1944","It has increased","47","Female","Yorkshire and the Humber","B","Conservative","Approve"
"1945","It hasn’t changed","71","Male","South East","C1",NA,"Disapprove"
"1946","It hasn’t changed","55","Female","South West","C2","Conservative","Approve"
"1947","It hasn’t changed","66","Female","North West","C1","Labour","Neither approve nor disapprove"
"1948","It hasn’t changed","60","Female","Yorkshire and the Humber","C1","Conservative","Approve"
"1949","It hasn’t changed","22","Male","Scotland","C1","Conservative","Approve"
"1950","It has decreased by between a quarter and a half","47","Female","East of England","C2","Conservative","Approve"
"1951","It hasn’t changed","29","Female","Scotland","C2","Labour","Approve"
"1952","It hasn’t changed","72","Female","Yorkshire and the Humber","A","Conservative","Strongly approve"
"1953","It has decreased by between a quarter and a half","48","Female","West Midlands","A","Labour","Neither approve nor disapprove"
"1954","It hasn’t changed","76","Female","Yorkshire and the Humber","A","Conservative","Approve"
"1955","It hasn’t changed","69","Female","Scotland","C2","Conservative","Disapprove"
"1956","It hasn’t changed","69","Female","North East","C1","Labour","Disapprove"
"1957","It hasn’t changed","47","Female","Scotland","B","Scottish National Party (SNP)","Disapprove"
"1958","Don’t know","43","Male","Scotland","B",NA,"Approve"
"1959","It hasn’t changed","54","Female","London","C1",NA,"Approve"
"1960","It hasn’t changed","23","Female","East Midlands","C1","Labour","Neither approve nor disapprove"
"1961","It hasn’t changed","70","Female","Yorkshire and the Humber","C1","Green","Strongly disapprove"
"1962","It has decreased by between a quarter and a half","43","Female","North East","C2","Labour","Disapprove"
"1963","It has decreased by less than a quarter","21","Female","Wales","B","Liberal Democrat","Disapprove"
"1964","It hasn’t changed","24","Male","Yorkshire and the Humber","C2","Don't know","Disapprove"
"1965","Don’t know","35","Male","East Midlands","D",NA,"Approve"
"1966","It has increased","25","Male","South East","C1","Conservative","Strongly approve"
"1967","Don’t know","22","Female","South East","E","Labour","Neither approve nor disapprove"
"1968","Don’t know","22","Female","East Midlands","B","Labour","Disapprove"
"1969","It hasn’t changed","21","Male","South West","B","Liberal Democrat","Strongly disapprove"
"1970","It has decreased by between a quarter and a half","47","Male","Yorkshire and the Humber","C2","Brexit Party","Approve"
"1971","It hasn’t changed","45","Female","East Midlands","C1","Labour","Neither approve nor disapprove"
"1972","It has decreased by between a quarter and a half","21","Female","London","B",NA,"Approve"
"1973","It hasn’t changed","72","Female","Wales","B","Labour","Strongly disapprove"
"1974","It has decreased by less than a quarter","46","Male","East Midlands","C1",NA,"Approve"
"1975","It has decreased by between a quarter and a half","45","Male","West Midlands","C1","Green","Disapprove"
"1976","It has decreased by less than a quarter","34","Male","West Midlands","B",NA,"Disapprove"
"1977","Don’t know","21","Female","East of England","C2",NA,"Neither approve nor disapprove"
"1978","It hasn’t changed","45","Male","North West","C1","Conservative","Approve"
"1979","It has decreased by less than a quarter","24","Male","South East","C1","Labour","Neither approve nor disapprove"
"1980","It hasn’t changed","64","Male","East Midlands","B","Labour","Neither approve nor disapprove"
"1981","It has decreased by less than a quarter","47","Female","South East","A",NA,"Approve"
"1982","It hasn’t changed","63","Male","London","C1","Labour","Disapprove"
"1983","It has decreased by less than a quarter","45","Male","Yorkshire and the Humber","B","Conservative","Strongly approve"
"1984","Don’t know","19","Female","London","C1","Labour","Approve"
"1985","It hasn’t changed","67","Female","South West","B","Conservative","Approve"
"1986","It hasn’t changed","21","Female","Scotland","D","Liberal Democrat","Approve"
"1987","It has decreased by less than a quarter","58","Female","East Midlands","C1","Conservative","Approve"
"1988","It is less than half what it was","65","Male","East of England","D","Conservative","Approve"
"1989","It hasn’t changed","45","Male","South West","C1","Conservative","Approve"
"1990","Don’t know","22","Female","West Midlands","D","Labour","Disapprove"
"1991","It hasn’t changed","59","Female","North West","C1",NA,"Approve"
"1992","It hasn’t changed","41","Male","North West","C1","Conservative","Approve"
"1993","It hasn’t changed","71","Female","Scotland","B","Conservative","Neither approve nor disapprove"
"1994","It is less than half what it was","32","Female","London","B","Liberal Democrat","Disapprove"
"1995","It hasn’t changed","58","Female","London","C1","Labour","Disapprove"
"1996","It hasn’t changed","40","Male","Yorkshire and the Humber","C1","Conservative","Approve"
"1997","It hasn’t changed","44","Male","East Midlands","B","Labour","Strongly disapprove"
"1998","It hasn’t changed","43","Male","Yorkshire and the Humber","C2","Liberal Democrat","Approve"
"1999","It has increased","68","Female","East Midlands","A",NA,"Disapprove"
